createdAt,air_humidity_percent,soil_humidity_percent,celcius_grade_temperature,precipitation_detected,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,altitude_masl,deviceHubId
2026-05-04T09:16:17.988Z,91.86813186813187,58.46153846153847,10.46153846153846,0,28.2,10.7,159.5,1823,hub_milagro_01
2026-05-04T09:18:17.487Z,91.7948717948718,58.48595848595849,10.578754578754577,0,28.0,10.7,157.6,1823,hub_milagro_01
2026-05-04T09:20:16.442Z,91.64835164835165,58.48595848595849,10.578754578754577,0,28.7,10.5,158.5,1823,hub_milagro_01
2026-05-04T09:22:20.730Z,91.62393162393163,58.43711843711844,10.637362637362635,0,28.4,10.7,159.2,1823,hub_milagro_01
2026-05-04T09:24:20.347Z,91.55067155067155,58.48595848595849,10.754578754578752,0,28.3,10.6,160.6,1823,hub_milagro_01
2026-05-04T09:26:18.139Z,91.55067155067155,58.46153846153847,10.695970695970693,0,29.1,10.7,160.2,1823,hub_milagro_01
2026-05-04T09:28:17.862Z,91.52625152625153,58.46153846153847,10.84249084249084,0,28.8,10.7,160.3,1823,hub_milagro_01
2026-05-04T09:30:18.867Z,91.4041514041514,58.559218559218564,10.871794871794869,0,29.0,10.6,160.0,1823,hub_milagro_01
2026-05-04T09:32:22.448Z,91.42857142857143,58.559218559218564,10.84249084249084,0,28.0,10.6,158.8,1823,hub_milagro_01
2026-05-04T09:34:26.974Z,91.28205128205128,58.510378510378516,10.901098901098898,0,28.9,10.7,158.8,1823,hub_milagro_01
2026-05-04T09:36:29.936Z,91.33089133089133,58.43711843711844,11.047619047619044,0,28.9,10.8,158.8,1823,hub_milagro_01
2026-05-04T09:38:29.973Z,91.23321123321124,58.43711843711844,11.018315018315015,0,28.6,10.7,160.7,1823,hub_milagro_01
2026-05-04T09:40:27.420Z,91.15995115995116,58.43711843711844,11.076923076923073,0,28.4,10.6,161.1,1823,hub_milagro_01
2026-05-04T09:42:31.976Z,91.13553113553114,58.48595848595849,11.19413919413919,0,28.4,10.5,158.9,1823,hub_milagro_01
2026-05-04T09:44:35.126Z,91.03785103785104,58.48595848595849,11.223443223443219,0,28.3,10.7,158.7,1823,hub_milagro_01
2026-05-04T09:46:36.310Z,90.96459096459097,58.48595848595849,11.282051282051277,0,28.4,10.9,159.3,1823,hub_milagro_01
2026-05-04T09:48:38.953Z,90.91575091575092,58.43711843711844,11.282051282051277,0,28.6,10.6,160.4,1823,hub_milagro_01
2026-05-04T09:50:40.960Z,90.81807081807082,58.53479853479854,11.340659340659336,0,28.7,10.7,158.5,1823,hub_milagro_01
2026-05-04T09:52:40.584Z,90.7936507936508,58.510378510378516,11.399267399267394,0,28.9,10.6,159.7,1823,hub_milagro_01
2026-05-04T09:54:45.976Z,90.6959706959707,58.41269841269842,11.428571428571423,0,28.8,10.6,160.3,1823,hub_milagro_01
2026-05-04T09:56:44.453Z,90.72039072039072,58.510378510378516,11.487179487179482,0,28.7,10.6,159.2,1823,hub_milagro_01
2026-05-04T09:58:47.757Z,90.67155067155068,58.41269841269842,11.575091575091577,0,28.8,10.7,158.7,1823,hub_milagro_01
2026-05-04T10:00:47.633Z,90.57387057387058,58.41269841269842,11.604395604395606,0,29.1,10.7,160.3,1823,hub_milagro_01
2026-05-04T10:02:49.651Z,90.54945054945055,58.41269841269842,11.604395604395606,0,28.3,10.6,159.9,1823,hub_milagro_01
2026-05-04T10:04:50.640Z,90.5006105006105,58.48595848595849,11.692307692307693,0,29.0,10.6,159.6,1823,hub_milagro_01
2026-05-04T10:06:53.897Z,90.35409035409036,58.43711843711844,11.663003663003664,0,28.5,10.5,158.6,1823,hub_milagro_01
2026-05-04T10:08:56.449Z,90.28083028083029,58.46153846153847,11.750915750915752,0,29.0,10.6,160.6,1823,hub_milagro_01
2026-05-04T10:10:58.492Z,90.25641025641026,58.510378510378516,11.897435897435898,0,28.6,10.7,159.6,1823,hub_milagro_01
2026-05-04T10:13:03.923Z,90.18315018315019,58.48595848595849,11.926739926739927,0,28.8,10.7,158.6,1823,hub_milagro_01
2026-05-04T10:15:07.480Z,90.08547008547009,58.46153846153847,11.926739926739927,0,28.5,10.7,158.4,1823,hub_milagro_01
2026-05-04T10:17:08.467Z,90.03663003663004,58.510378510378516,12.014652014652015,0,29.5,10.7,160.9,1823,hub_milagro_01
2026-05-04T10:19:07.402Z,89.96336996336997,58.43711843711844,12.073260073260073,0,29.0,10.6,161.8,1823,hub_milagro_01
2026-05-04T10:21:05.969Z,89.96336996336997,58.41269841269842,12.16117216117216,0,29.0,10.5,159.1,1823,hub_milagro_01
2026-05-04T10:23:06.923Z,89.84126984126985,58.46153846153847,12.131868131868131,0,28.6,10.6,159.3,1823,hub_milagro_01
2026-05-04T10:25:10.644Z,89.76800976800978,58.53479853479854,12.219780219780219,0,28.5,10.6,160.3,1823,hub_milagro_01
2026-05-04T10:27:11.937Z,89.67032967032968,58.48595848595849,12.307692307692307,0,28.8,10.7,157.4,1823,hub_milagro_01
2026-05-04T10:29:13.323Z,89.6947496947497,58.510378510378516,12.366300366300365,0,28.5,10.6,159.0,1823,hub_milagro_01
2026-05-04T10:31:16.984Z,89.62148962148963,58.510378510378516,12.454212454212453,0,28.8,10.7,160.5,1823,hub_milagro_01
2026-05-04T10:33:16.212Z,89.47496947496948,58.510378510378516,12.424908424908423,0,28.8,10.6,159.6,1823,hub_milagro_01
2026-05-04T10:35:20.077Z,89.49938949938951,58.41269841269842,12.54212454212454,0,28.9,10.8,159.7,1823,hub_milagro_01
2026-05-04T10:37:24.035Z,89.35286935286936,58.46153846153847,12.54212454212454,0,28.4,10.7,161.0,1823,hub_milagro_01
2026-05-04T10:39:24.384Z,89.35286935286936,58.48595848595849,12.57142857142857,0,29.1,10.8,159.4,1823,hub_milagro_01
2026-05-04T10:41:29.083Z,89.23076923076924,58.48595848595849,12.600732600732599,0,28.1,10.7,159.1,1823,hub_milagro_01
2026-05-04T10:43:30.492Z,89.18192918192919,58.41269841269842,12.747252747252745,0,28.8,10.8,159.3,1823,hub_milagro_01
